,index,column,importance
216,237,GJZS_in_DWJJLX_prop,105.0
217,1460,GRJCJS_HDZYF_mean,105.0
218,1792,GRYJCE_DKYE_max,105.0
219,1820,GRYJCE_HDZYF_mean,105.0
220,3439,numsOf_DKFFE_GRZHYE_diff_GRZHSNJZYE_div,105.0
221,250,DWSSHY_YEZS_count,105.0
222,2009,DKYE_HDYF_sum,105.0
223,1492,GRJCJS_HDSYYF_HDZYF_max,104.0
224,3672,numsOf_GRZHYE_diff_GRZHSNJZYE1_JS_YE_add,104.0
225,3311,numsOf_GRZHSNJZYE_HDSYYF_HDZYF_div,104.0
226,3499,numsOf_DKYE_YEARPURINCM_div,104.0
227,1829,GRYJCE_HDYF_sum,103.0
228,1886,DKFFE_DKLL_std,103.0
229,1946,DKYE_GRJCJS_std,102.0
230,3408,numsOf_GRYJCE_HDYF_add,102.0
231,3604,numsOf_GRZHYE_diff_GRZHSNJZYE_JS_YE_add,101.0
232,1807,GRYJCE_GRZHYE_diff_GRZHDNGJYE1_max,101.0
233,230,DWJJLX_in_YEZS_prop,101.0
234,3342,numsOf_GRZHDNGJYE_YEARPURINCM_multi,101.0
235,1493,GRJCJS_HDSYYF_HDZYF_min,101.0
236,3578,numsOf_GRZHYE_diff_GRZHSNJZYE_GRZHYE_diff_GRZHSNJZYE1_multi,100.0
237,1429,GRJCJS_DKYE_sum,100.0
238,1487,GRJCJS_JS_YE_max,99.0
239,3590,numsOf_GRZHYE_diff_GRZHSNJZYE_HDSYYF_multi,99.0
240,1677,GRZHDNGJYE_GRJCJS_max,99.0
241,1832,GRYJCE_HDYF_max,99.0
242,2808,HDZYFZE_YEARPURINCM_sum,99.0
243,2013,DKYE_HDYF_min,98.0
244,1848,GRYJCE_JS_YE_min,98.0
245,1853,GRYJCE_HDSYYF_HDZYF_min,98.0
246,233,DWJJLX_in_ZHZS_prop,98.0
247,3462,numsOf_DKFFE_HDYF_multi,98.0
248,1783,GRYJCE_GRZHDNGJYE_min,98.0
249,1988,DKYE_GRZHYE_diff_GRZHDNGJYE1_min,97.0
250,3338,numsOf_GRZHDNGJYE_GRZHYE_diff_GRZHSNJZYE1_multi,97.0
251,3395,numsOf_GRYJCE_GRZHYE_diff_GRZHSNJZYE1_div,97.0
252,256,DWSSHY_GJZS_count,97.0
